87196|NM|USA
60659|IL|USA
11554|NY|USA
52722|IA|USA
94133|CA|USA
78759|TX|USA
77058|TX|USA
49002|MI|USA
45210|OH|USA
95816|CA|USA
61201|IL|USA
48124|MI|USA
47400|IL|USA
00690|IL|USA
45840|OH|USA
32256|FL|USA
238882|IL|USA
44444|AL|USA
95134|CA|USA
29809|SC|USA
23225|VA|USA
78209|TX|USA
63108|MO|USA
79567|TX|USA
13753|NY|USA
44312|OH|USA
82601|WY|USA
80203|CO|USA
02108|MA|USA
80211|CO|USA
33042|FL|USA
91770|CA|USA
92801|CA|USA
75249|TX|USA
33335|FL|USA
92123|CA|USA
92347|CA|USA
43551|OH|USA
29609|SC|USA
94107|CA|USA
14701|NY|USA
48320|MI|USA
32608|FL|USA
28097|NC|USA
95035|CA|USA
22398|BC|CANADA
15220|PA|USA
21202|MD|USA
95814|CA|USA
20191|VA|USA
30518|GA|USA
81505|CO|USA
73106|OK|USA
08081|NJ|USA
20166|VA|USA
63146|MO|USA
22180|VA|USA
94561|CA|USA
46142|IN|USA
98144|WA|USA
20037|DC|USA
15143|PA|USA
12345|TX|USA
80236|CO|USA
10003|NY|USA
37211|TN|USA
94111|CA|USA
75115|TX|USA
12303|NY|USA
06812|CT|USA
92107|CA|USA
T5E1G1|AB|CANADA
90012|CA|USA
80421|CO|USA
76549|TX|USA
91436|CA|USA
23669|VA|USA
60050|IL|USA
19054|PA|USA
53221|WI|USA
85282|AZ|USA
42101|KY|USA
94044|CA|USA
44056|OH|USA
33525|FL|USA
18002|PA|USA
13413|NY|USA
33180|FL|USA
10029|NY|USA
95616|CA|USA
33067|FL|USA
08628|NJ|USA
119105|IL|USA
92008|CA|USA
J7V 4B4|QC|CANADA
60068|IL|USA
77084|TX|USA
33565|FL|USA
89511|NV|USA
30263|GA|USA
08648|NJ|USA
30024|GA|USA
99337|WA|USA
K0L1S0|ON|CANADA
90740|CA|USA
74112|OK|USA
70578|LA|USA
40383|KY|USA
28602|NC|USA
54110|WI|USA
46538|IN|USA
19522|PA|USA
43602|OH|USA
91356|CA|USA
35044|AL|USA
92880|CA|USA
98346|WA|USA
32789|FL|USA
N5A 6E8|ON|CANADA
89434|NV|USA
48386|MI|USA
16056|PA|USA
66062|KS|USA
50677|IA|USA
16417|PA|USA
16314|PA|USA
32773|FL|USA
30127|GA|USA
30052|GA|USA
13212|NY|USA
81007|CO|USA
99021|WA|USA
20110|VA|USA
400053|MA|USA
92505|CA|USA
25880|WV|USA
17040|PA|USA
55016|MN|USA
16123|PA|USA
28129|NC|USA
93230|CA|USA
02347|MA|USA
49837|MI|USA
77042|TX|USA
78745|TX|USA
06484|CT|USA
92571|CA|USA
94539|CA|USA
95070|CA|USA
63031|MO|USA
85032|AZ|USA
94026|CA|USA
60611|IL|USA
05068|VT|USA
m3c 1n6|ON|CANADA
33037|FL|USA
61612|IL|USA
30349|GA|USA
11598|NY|USA
94117|CA|USA
11776|NY|USA
17857|PA|USA
32169|FL|USA
66086|KS|USA
96819|HI|USA
02632|MA|USA
37122|TN|USA
94105|CA|USA
98660|WA|USA
95032|CA|USA
95054|CA|USA
21853|MD|USA
94523|CA|USA
78201|TX|USA
48335|MI|USA
80228|CO|USA
95014|CA|USA
24073|VA|USA
50436|IA|USA
13210|NY|USA
95127|CA|USA
44333|OH|USA
92834|CA|USA
94030|CA|USA
94920|CA|USA
90732|CA|USA
76092|TX|USA
07871|NJ|USA
94131|CA|USA
80906|CO|USA
06370|CT|USA
93001|CA|USA
12144|NY|USA
94089|CA|USA
48390|MI|USA
7050|TN|USA
35907|AL|USA
30904|GA|USA
H3A1P8|QC|CANADA
77381|TX|USA
98201|WA|USA
64801|MO|USA
75025|TX|USA
10118|NY|USA
77491-5005|TX|USA
55904|MN|USA
92037|CA|USA
98121|WA|USA
83234|ID|USA
33309|FL|USA
67205|KS|USA
47018|IN|USA
95388|CA|USA
53214|WI|USA
30071|GA|USA
55428|MN|USA
10964|NY|USA
94108|CA|USA
78701|TX|USA
35022|AL|USA
91950|CA|USA
98103|WA|USA
90405|CA|USA
92705|CA|USA
90505|CA|USA
97309|OR|USA
10549|NY|USA
53208|WI|USA
30328|GA|USA
30606|GA|USA
N5Z 3S8|ON|CANADA
33731|FL|USA
94563|CA|USA
98513|WA|USA
10598|NY|USA
95630|CA|USA
37828|TN|USA
80549|CO|USA
75783|TX|USA
78629|TX|USA
L3T4T6|ON|CANADA
06770|CT|USA
22303|VA|USA
